Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,,
2020-08-20 10:44:00+05:30,195.85,195.95,195.75,195.8,160103,0,0,,
2020-08-20 10:45:00+05:30,195.85,195.9,195.8,195.8,81916,0,0,,
2020-08-20 10:46:00+05:30,195.9,195.9,195.8,195.9,25505,0,0,,
2020-08-20 10:47:00+05:30,195.9,195.9,195.8,195.9,80614,0,0,,
2020-08-20 10:48:00+05:30,195.9,195.95,195.4,195.5,491699,0,0,,
2020-08-20 10:49:00+05:30,195.5,195.65,195.3,195.35,175293,0,0,,
2020-08-20 10:50:00+05:30,195.35,195.6,195.3,195.55,301040,0,0,,
2020-08-20 10:51:00+05:30,195.55,195.7,195.55,195.65,189358,0,0,,
2020-08-20 10:52:00+05:30,195.65,196,195.6,195.95,175202,0,0,,
2020-08-20 10:53:00+05:30,196,196.1,195.95,196.05,230928,0,0,,
2020-08-20 10:54:00+05:30,196.1,196.15,196,196.1,165683,0,0,,
2020-08-20 10:55:00+05:30,196.15,196.35,196.1,196.15,253563,0,0,,
2020-08-20 10:56:00+05:30,196.1,196.35,196.1,196.2,384390,0,0,,
2020-08-20 10:57:00+05:30,196.2,196.25,195.65,195.75,337642,0,0,,
2020-08-20 10:58:00+05:30,195.7,195.85,195.65,195.7,65033,0,0,,
2020-08-20 10:59:00+05:30,195.7,195.75,195.55,195.75,83094,0,0,,
2020-08-20 11:00:00+05:30,195.7,195.9,195.7,195.85,222233,0,0,,
2020-08-20 11:01:00+05:30,195.9,195.9,195.35,195.35,418323,0,0,,
2020-08-20 11:02:00+05:30,195.35,195.45,195.3,195.4,84569,0,0,,
2020-08-20 11:03:00+05:30,195.45,195.5,195.3,195.35,111473,0,0,,
2020-08-20 11:04:00+05:30,195.35,195.35,195.1,195.1,417487,0,0,,
2020-08-20 11:05:00+05:30,195.1,195.25,195.1,195.2,170709,0,0,,
2020-08-20 11:06:00+05:30,195.15,195.5,195.15,195.5,70125,0,0,,
